snp,single
SNP7095,1007095
SNP7096,1007096
SNP7097,1007097
SNP7098,1007098
SNP7099,1007099
SNP7100,1007100
SNP7101,1007101
SNP7102,1007102
SNP7103,1007103
SNP7104,1007104
SNP7105,1007105
SNP7106,1007106
SNP7107,1007107
SNP7108,1007108
SNP7109,1007109
SNP7110,1007110
SNP7111,1007111
SNP7112,1007112
SNP7113,1007113
SNP7114,1007114
SNP7115,1007115
SNP7116,1007116
SNP7117,1007117
SNP7118,1007118
SNP7119,1007119
SNP7120,1007120
SNP7121,1007121
SNP7122,1007122
SNP7123,1007123
SNP7124,1007124
SNP7125,1007125
SNP7126,1007126
SNP7127,1007127
SNP7128,1007128
SNP7129,1007129
SNP7130,1007130
SNP7131,1007131
SNP7132,1007132
SNP7133,1007133
SNP7134,1007134
SNP7135,1007135
SNP7136,1007136
SNP7137,1007137
SNP7138,1007138
SNP7139,1007139
SNP7140,1007140
SNP7141,1007141
SNP7142,1007142
SNP7143,1007143
SNP7144,1007144
SNP7145,1007145
SNP7146,1007146
SNP7147,1007147
SNP7148,1007148
SNP7149,1007149
SNP7150,1007150
SNP7151,1007151
SNP7152,1007152
SNP7153,1007153
SNP7154,1007154
SNP7155,1007155
SNP7156,1007156
SNP7157,1007157
SNP7158,1007158
SNP7159,1007159
SNP7160,1007160
SNP7161,1007161
SNP7162,1007162
SNP7163,1007163
SNP7164,1007164
SNP7165,1007165
SNP7166,1007166
SNP7167,1007167
SNP7168,1007168
SNP7169,1007169
SNP7170,1007170
SNP7171,1007171
SNP7172,1007172
SNP7173,1007173
SNP7174,1007174
SNP7175,1007175
SNP7176,1007176
SNP7177,1007177
SNP7178,1007178
SNP7179,1007179
SNP7180,1007180
SNP7181,1007181
SNP7182,1007182
SNP7183,1007183
SNP7184,1007184
SNP7185,1007185
SNP7186,1007186
SNP7187,1007187
SNP7188,1007188
SNP7189,1007189
SNP7190,1007190
SNP7191,1007191
SNP7192,1007192
SNP7193,1007193
SNP7194,1007194
SNP7195,1007195
SNP7196,1007196
SNP7197,1007197
SNP7198,1007198
SNP7199,1007199
SNP7200,1007200
SNP7201,1007201
SNP7202,1007202
SNP7203,1007203
SNP7204,1007204
SNP7205,1007205
SNP7206,1007206
SNP7207,1007207
SNP7208,1007208
SNP7209,1007209
SNP7210,1007210
SNP7211,1007211
SNP7212,1007212
SNP7213,1007213
SNP7214,1007214
SNP7215,1007215
SNP7216,1007216
SNP7217,1007217
SNP7218,1007218
SNP7219,1007219
SNP7220,1007220
SNP7221,1007221
SNP7222,1007222
SNP7223,1007223
SNP7224,1007224
SNP7225,1007225
SNP7226,1007226
SNP7227,1007227
SNP7228,1007228
SNP7229,1007229
SNP7230,1007230
SNP7231,1007231
SNP7232,1007232
SNP7233,1007233
SNP7234,1007234
SNP7235,1007235
SNP7236,1007236
SNP7237,1007237
SNP7238,1007238
SNP7239,1007239
SNP7240,1007240
SNP7241,1007241
SNP7242,1007242
SNP7243,1007243
SNP7244,1007244
SNP7245,1007245
SNP7246,1007246
SNP7247,1007247
SNP7248,1007248
SNP7249,1007249
SNP7250,1007250
SNP7251,1007251
SNP7252,1007252
SNP7253,1007253
SNP7254,1007254
SNP7255,1007255
SNP7256,1007256
SNP7257,1007257
SNP7258,1007258
SNP7259,1007259
SNP7260,1007260
SNP7261,1007261
SNP7262,1007262
SNP7263,1007263
SNP7264,1007264
SNP7265,1007265
SNP7266,1007266
SNP7267,1007267
SNP7268,1007268
SNP7269,1007269
SNP7270,1007270
SNP7271,1007271
SNP7272,1007272
SNP7273,1007273
SNP7274,1007274
SNP7275,1007275
SNP7276,1007276
SNP7277,1007277
SNP7278,1007278
SNP7279,1007279
SNP7280,1007280
SNP7281,1007281
SNP7282,1007282
SNP7283,1007283
SNP7284,1007284
SNP7285,1007285
SNP7286,1007286
SNP7287,1007287
SNP7288,1007288
SNP7289,1007289
SNP7290,1007290
SNP7291,1007291
SNP7292,1007292
SNP7293,1007293
SNP7294,1007294
SNP7295,1007295
SNP7296,1007296
SNP7297,1007297
SNP7298,1007298
SNP7299,1007299
SNP7300,1007300
SNP7301,1007301
SNP7302,1007302
SNP7303,1007303
SNP7304,1007304
SNP7305,1007305
SNP7306,1007306
SNP7307,1007307
SNP7308,1007308
SNP7309,1007309
SNP7310,1007310
SNP7311,1007311
SNP7312,1007312
SNP7313,1007313
SNP7314,1007314
SNP7315,1007315
SNP7316,1007316
SNP7317,1007317
SNP7318,1007318
SNP7319,1007319
SNP7320,1007320
SNP7321,1007321
SNP7322,1007322
SNP7323,1007323
SNP7324,1007324
SNP7325,1007325
SNP7326,1007326
SNP7327,1007327
SNP7328,1007328
SNP7329,1007329
SNP7330,1007330
SNP7331,1007331
SNP7332,1007332
SNP7333,1007333
SNP7334,1007334
SNP7335,1007335
SNP7336,1007336
SNP7337,1007337
SNP7338,1007338
SNP7339,1007339
SNP7340,1007340
SNP7341,1007341
SNP7342,1007342
SNP7343,1007343
SNP7344,1007344
SNP7345,1007345
SNP7346,1007346
SNP7347,1007347
SNP7348,1007348
SNP7349,1007349
SNP7350,1007350
SNP7351,1007351
SNP7352,1007352
SNP7353,1007353
SNP7354,1007354
SNP7355,1007355
SNP7356,1007356
SNP7357,1007357
SNP7358,1007358
SNP7359,1007359
SNP7360,1007360
SNP7361,1007361
SNP7362,1007362
SNP7363,1007363
SNP7364,1007364
SNP7365,1007365
SNP7366,1007366
SNP7367,1007367
SNP7368,1007368
SNP7369,1007369
SNP7370,1007370
SNP7371,1007371
SNP7372,1007372
SNP7373,1007373
SNP7374,1007374
SNP7375,1007375
SNP7376,1007376
SNP7377,1007377
SNP7378,1007378
SNP7379,1007379
SNP7380,1007380
SNP7381,1007381
SNP7382,1007382
SNP7383,1007383
SNP7384,1007384
SNP7385,1007385
SNP7386,1007386
SNP7387,1007387
SNP7388,1007388
SNP7389,1007389
SNP7390,1007390
SNP7391,1007391
SNP7392,1007392
SNP7393,1007393
SNP7394,1007394
SNP7395,1007395
SNP7396,1007396
SNP7397,1007397
SNP7398,1007398
SNP7399,1007399
SNP7400,1007400
SNP7401,1007401
SNP7402,1007402
SNP7403,1007403
SNP7404,1007404
SNP7405,1007405
SNP7406,1007406
SNP7407,1007407
SNP7408,1007408
SNP7409,1007409
SNP7410,1007410
SNP7411,1007411
SNP7412,1007412
SNP7413,1007413
SNP7414,1007414
SNP7415,1007415
SNP7416,1007416
SNP7417,1007417
SNP7418,1007418
SNP7419,1007419
SNP7420,1007420
SNP7421,1007421
SNP7422,1007422
SNP7423,1007423
SNP7424,1007424
SNP7425,1007425
SNP7426,1007426
SNP7427,1007427
SNP7428,1007428
SNP7429,1007429
SNP7430,1007430
SNP7431,1007431
SNP7432,1007432
SNP7433,1007433
SNP7434,1007434
SNP7435,1007435
SNP7436,1007436
SNP7437,1007437
SNP7438,1007438
SNP7439,1007439
SNP7440,1007440
SNP7441,1007441
SNP7442,1007442
SNP7443,1007443
SNP7444,1007444
SNP7445,1007445
SNP7446,1007446
SNP7447,1007447
SNP7448,1007448
SNP7449,1007449
SNP7450,1007450
SNP7451,1007451
SNP7452,1007452
SNP7453,1007453
SNP7454,1007454
SNP7455,1007455
SNP7456,1007456
SNP7457,1007457
SNP7458,1007458
SNP7459,1007459
SNP7460,1007460
SNP7461,1007461
SNP7462,1007462
SNP7463,1007463
SNP7464,1007464
SNP7465,1007465
SNP7466,1007466
SNP7467,1007467
SNP7468,1007468
SNP7469,1007469
SNP7470,1007470
SNP7471,1007471
SNP7472,1007472
SNP7473,1007473
SNP7474,1007474
SNP7475,1007475
SNP7476,1007476
SNP7477,1007477
SNP7478,1007478
SNP7479,1007479
SNP7480,1007480
SNP7481,1007481
SNP7482,1007482
SNP7483,1007483
SNP7484,1007484
SNP7485,1007485
SNP7486,1007486
SNP7487,1007487
SNP7488,1007488
SNP7489,1007489
SNP7490,1007490
SNP7491,1007491
SNP7492,1007492
SNP7493,1007493
SNP7494,1007494
SNP7495,1007495
SNP7496,1007496
SNP7497,1007497
SNP7498,1007498
SNP7499,1007499
SNP7500,1007500
SNP7501,1007501
SNP7502,1007502
SNP7503,1007503
SNP7504,1007504
SNP7505,1007505
SNP7506,1007506
SNP7507,1007507
SNP7508,1007508
SNP7509,1007509
SNP7510,1007510
SNP7511,1007511
SNP7512,1007512
SNP7513,1007513
SNP7514,1007514
SNP7515,1007515
SNP7516,1007516
SNP7517,1007517
SNP7518,1007518
SNP7519,1007519
SNP7520,1007520
SNP7521,1007521
SNP7522,1007522
SNP7523,1007523
SNP7524,1007524
SNP7525,1007525
SNP7526,1007526
SNP7527,1007527
SNP7528,1007528
SNP7529,1007529
SNP7530,1007530
SNP7531,1007531
SNP7532,1007532
SNP7533,1007533
SNP7534,1007534
SNP7535,1007535
SNP7536,1007536
SNP7537,1007537
SNP7538,1007538
SNP7539,1007539
SNP7540,1007540
SNP7541,1007541
SNP7542,1007542
SNP7543,1007543
SNP7544,1007544
SNP7545,1007545
SNP7546,1007546
SNP7547,1007547
SNP7548,1007548
SNP7549,1007549
SNP7550,1007550
SNP7551,1007551
SNP7552,1007552
SNP7553,1007553
SNP7554,1007554
SNP7555,1007555
SNP7556,1007556
SNP7557,1007557
SNP7558,1007558
SNP7559,1007559
SNP7560,1007560
SNP7561,1007561
SNP7562,1007562
SNP7563,1007563
SNP7564,1007564
SNP7565,1007565
SNP7566,1007566
SNP7567,1007567
SNP7568,1007568
SNP7569,1007569
SNP7570,1007570
SNP7571,1007571
SNP7572,1007572
SNP7573,1007573
SNP7574,1007574
SNP7575,1007575
SNP7576,1007576
SNP7577,1007577
SNP7578,1007578
SNP7579,1007579
SNP7580,1007580
SNP7581,1007581
SNP7582,1007582
SNP7583,1007583
SNP7584,1007584
SNP7585,1007585
SNP7586,1007586
SNP7587,1007587
SNP7588,1007588
SNP7589,1007589
SNP7590,1007590
SNP7591,1007591
SNP7592,1007592
SNP7593,1007593
SNP7594,1007594
SNP7595,1007595
SNP7596,1007596
SNP7597,1007597
SNP7598,1007598
SNP7599,1007599
SNP7600,1007600
SNP7601,1007601
SNP7602,1007602
SNP7603,1007603
SNP7604,1007604
SNP7605,1007605
SNP7606,1007606
SNP7607,1007607
SNP7608,1007608
SNP7609,1007609
SNP7610,1007610
SNP7611,1007611
SNP7612,1007612
SNP7613,1007613
SNP7614,1007614
SNP7615,1007615
SNP7616,1007616
SNP7617,1007617
SNP7618,1007618
SNP7619,1007619
SNP7620,1007620
SNP7621,1007621
SNP7622,1007622
SNP7623,1007623
SNP7624,1007624
SNP7625,1007625
SNP7626,1007626
SNP7627,1007627
SNP7628,1007628
SNP7629,1007629
SNP7630,1007630
SNP7631,1007631
SNP7632,1007632
SNP7633,1007633
SNP7634,1007634
SNP7635,1007635
SNP7636,1007636
SNP7637,1007637
SNP7638,1007638
SNP7639,1007639
SNP7640,1007640
SNP7641,1007641
SNP7642,1007642
SNP7643,1007643
SNP7644,1007644
SNP7645,1007645
SNP7646,1007646
SNP7647,1007647
SNP7648,1007648
SNP7649,1007649
SNP7650,1007650
SNP7651,1007651
SNP7652,1007652
SNP7653,1007653
SNP7654,1007654
SNP7655,1007655
SNP7656,1007656
SNP7657,1007657
SNP7658,1007658
SNP7659,1007659
SNP7660,1007660
SNP7661,1007661
SNP7662,1007662
SNP7663,1007663
SNP7664,1007664
SNP7665,1007665
SNP7666,1007666
SNP7667,1007667
SNP7668,1007668
SNP7669,1007669
SNP7670,1007670
SNP7671,1007671
SNP7672,1007672
SNP7673,1007673
SNP7674,1007674
SNP7675,1007675
SNP7676,1007676
SNP7677,1007677
SNP7678,1007678
SNP7679,1007679
SNP7680,1007680
SNP7681,1007681
SNP7682,1007682
SNP7683,1007683
SNP7684,1007684
SNP7685,1007685
SNP7686,1007686
SNP7687,1007687
SNP7688,1007688
SNP7689,1007689
SNP7690,1007690
SNP7691,1007691
SNP7692,1007692
SNP7693,1007693
SNP7694,1007694
SNP7695,1007695
SNP7696,1007696
SNP7697,1007697
SNP7698,1007698
SNP7699,1007699
SNP7700,1007700
SNP7701,1007701
SNP7702,1007702
SNP7703,1007703
SNP7704,1007704
SNP7705,1007705
SNP7706,1007706
SNP7707,1007707
SNP7708,1007708
SNP7709,1007709
SNP7710,1007710
SNP7711,1007711
SNP7712,1007712
SNP7713,1007713
SNP7714,1007714
SNP7715,1007715
SNP7716,1007716
SNP7717,1007717
SNP7718,1007718
SNP7719,1007719
SNP7720,1007720
SNP7721,1007721
SNP7722,1007722
SNP7723,1007723
SNP7724,1007724
SNP7725,1007725
SNP7726,1007726
SNP7727,1007727
SNP7728,1007728
SNP7729,1007729
SNP7730,1007730
SNP7731,1007731
SNP7732,1007732
SNP7733,1007733
SNP7734,1007734
SNP7735,1007735
SNP7736,1007736
SNP7737,1007737
SNP7738,1007738
SNP7739,1007739
SNP7740,1007740
SNP7741,1007741
SNP7742,1007742
SNP7743,1007743
SNP7744,1007744
SNP7745,1007745
SNP7746,1007746
SNP7747,1007747
SNP7748,1007748
SNP7749,1007749
SNP7750,1007750
SNP7751,1007751
SNP7752,1007752
SNP7753,1007753
SNP7754,1007754
SNP7755,1007755
SNP7756,1007756
SNP7757,1007757
SNP7758,1007758
SNP7759,1007759
SNP7760,1007760
SNP7761,1007761
SNP7762,1007762
SNP7763,1007763
SNP7764,1007764
SNP7765,1007765
SNP7766,1007766
SNP7767,1007767
SNP7768,1007768
SNP7769,1007769
SNP7770,1007770
SNP7771,1007771
SNP7772,1007772
SNP7773,1007773
SNP7774,1007774
SNP7775,1007775
SNP7776,1007776
SNP7777,1007777
SNP7778,1007778
SNP7779,1007779
SNP7780,1007780
SNP7781,1007781
SNP7782,1007782
SNP7783,1007783
SNP7784,1007784
SNP7785,1007785
SNP7786,1007786
SNP7787,1007787
SNP7788,1007788
SNP7789,1007789
SNP7790,1007790
SNP7791,1007791
SNP7792,1007792
SNP7793,1007793
SNP7794,1007794
SNP7795,1007795
SNP7796,1007796
SNP7797,1007797
SNP7798,1007798
SNP7799,1007799
SNP7800,1007800
SNP7801,1007801
SNP7802,1007802
SNP7803,1007803
SNP7804,1007804
SNP7805,1007805
SNP7806,1007806
SNP7807,1007807
SNP7808,1007808
SNP7809,1007809
SNP7810,1007810
SNP7811,1007811
SNP7812,1007812
SNP7813,1007813
SNP7814,1007814
SNP7815,1007815
SNP7816,1007816
SNP7817,1007817
SNP7818,1007818
SNP7819,1007819
SNP7820,1007820
SNP7821,1007821
SNP7822,1007822
SNP7823,1007823
SNP7824,1007824
SNP7825,1007825
SNP7826,1007826
SNP7827,1007827
SNP7828,1007828
SNP7829,1007829
SNP7830,1007830
SNP7831,1007831
SNP7832,1007832
SNP7833,1007833
SNP7834,1007834
SNP7835,1007835
SNP7836,1007836
SNP7837,1007837
SNP7838,1007838
SNP7839,1007839
SNP7840,1007840
SNP7841,1007841
SNP7842,1007842
SNP7843,1007843
SNP7844,1007844
SNP7845,1007845
SNP7846,1007846
SNP7847,1007847
SNP7848,1007848
SNP7849,1007849
SNP7850,1007850
SNP7851,1007851
SNP7852,1007852
SNP7853,1007853
SNP7854,1007854
SNP7855,1007855
SNP7856,1007856
SNP7857,1007857
SNP7858,1007858
SNP7859,1007859
SNP7860,1007860
SNP7861,1007861
SNP7862,1007862
SNP7863,1007863
SNP7864,1007864
SNP7865,1007865
SNP7866,1007866
SNP7867,1007867
SNP7868,1007868
SNP7869,1007869
SNP7870,1007870
SNP7871,1007871
SNP7872,1007872
SNP7873,1007873
SNP7874,1007874
SNP7875,1007875
SNP7876,1007876
SNP7877,1007877
SNP7878,1007878
SNP7879,1007879
SNP7880,1007880
SNP7881,1007881
SNP7882,1007882
SNP7883,1007883
SNP7884,1007884
SNP7885,1007885
SNP7886,1007886
SNP7887,1007887
SNP7888,1007888
SNP7889,1007889
SNP7890,1007890
SNP7891,1007891
SNP7892,1007892
SNP7893,1007893
SNP7894,1007894
SNP7895,1007895
SNP7896,1007896
SNP7897,1007897
SNP7898,1007898
SNP7899,1007899
SNP7900,1007900
SNP7901,1007901
SNP7902,1007902
SNP7903,1007903
SNP7904,1007904
SNP7905,1007905
SNP7906,1007906
SNP7907,1007907
SNP7908,1007908
SNP7909,1007909
SNP7910,1007910
SNP7911,1007911
SNP7912,1007912
SNP7913,1007913
SNP7914,1007914
SNP7915,1007915
SNP7916,1007916
SNP7917,1007917
SNP7918,1007918
SNP7919,1007919
SNP7920,1007920
SNP7921,1007921
SNP7922,1007922
SNP7923,1007923
SNP7924,1007924
SNP7925,1007925
SNP7926,1007926
SNP7927,1007927
SNP7928,1007928
SNP7929,1007929
SNP7930,1007930
SNP7931,1007931
SNP7932,1007932
SNP7933,1007933
SNP7934,1007934
SNP7935,1007935
SNP7936,1007936
SNP7937,1007937
SNP7938,1007938
SNP7939,1007939
SNP7940,1007940
SNP7941,1007941
SNP7942,1007942
SNP7943,1007943
SNP7944,1007944
SNP7945,1007945
SNP7946,1007946
SNP7947,1007947
SNP7948,1007948
SNP7949,1007949
SNP7950,1007950
SNP7951,1007951
SNP7952,1007952
SNP7953,1007953
SNP7954,1007954
SNP7955,1007955
SNP7956,1007956
SNP7957,1007957
SNP7958,1007958
SNP7959,1007959
SNP7960,1007960
SNP7961,1007961
SNP7962,1007962
SNP7963,1007963
SNP7964,1007964
SNP7965,1007965
SNP7966,1007966
SNP7967,1007967
SNP7968,1007968
SNP7969,1007969
SNP7970,1007970
SNP7971,1007971
SNP7972,1007972
SNP7973,1007973
SNP7974,1007974
SNP7975,1007975
SNP7976,1007976
SNP7977,1007977
SNP7978,1007978
SNP7979,1007979
SNP7980,1007980
SNP7981,1007981
SNP7982,1007982
SNP7983,1007983
SNP7984,1007984
SNP7985,1007985
SNP7986,1007986
SNP7987,1007987
SNP7988,1007988
SNP7989,1007989
SNP7990,1007990
SNP7991,1007991
SNP7992,1007992
SNP7993,1007993
SNP7994,1007994
SNP7995,1007995
SNP7996,1007996
SNP7997,1007997
SNP7998,1007998
SNP7999,1007999
SNP8000,1008000
SNP8001,1008001
SNP8002,1008002
SNP8003,1008003
SNP8004,1008004
SNP8005,1008005
SNP8006,1008006
SNP8007,1008007
SNP8008,1008008
SNP8009,1008009
SNP8010,1008010
SNP8011,1008011
SNP8012,1008012
SNP8013,1008013
SNP8014,1008014
SNP8015,1008015
SNP8016,1008016
SNP8017,1008017
SNP8018,1008018
SNP8019,1008019
SNP8020,1008020
SNP8021,1008021
SNP8022,1008022
SNP8023,1008023
SNP8024,1008024
SNP8025,1008025
SNP8026,1008026
SNP8027,1008027
SNP8028,1008028
SNP8029,1008029
SNP8030,1008030
SNP8031,1008031
SNP8032,1008032
SNP8033,1008033
SNP8034,1008034
SNP8035,1008035
SNP8036,1008036
SNP8037,1008037
SNP8038,1008038
SNP8039,1008039
SNP8040,1008040
SNP8041,1008041
SNP8042,1008042
SNP8043,1008043
SNP8044,1008044
SNP8045,1008045
SNP8046,1008046
SNP8047,1008047
SNP8048,1008048
SNP8049,1008049
SNP8050,1008050
SNP8051,1008051
SNP8052,1008052
SNP8053,1008053
SNP8054,1008054
SNP8055,1008055
SNP8056,1008056
SNP8057,1008057
SNP8058,1008058
SNP8059,1008059
SNP8060,1008060
SNP8061,1008061
SNP8062,1008062
SNP8063,1008063
SNP8064,1008064
SNP8065,1008065
SNP8066,1008066
SNP8067,1008067
SNP8068,1008068
SNP8069,1008069
SNP8070,1008070
SNP8071,1008071
SNP8072,1008072
SNP8073,1008073
SNP8074,1008074
SNP8075,1008075
SNP8076,1008076
SNP8077,1008077
SNP8078,1008078
SNP8079,1008079
SNP8080,1008080
SNP8081,1008081
SNP8082,1008082
SNP8083,1008083
SNP8084,1008084
SNP8085,1008085
SNP8086,1008086
SNP8087,1008087
SNP8088,1008088
SNP8089,1008089
SNP8090,1008090
SNP8091,1008091
SNP8092,1008092
SNP8093,1008093
SNP8094,1008094
SNP8095,1008095
SNP8096,1008096
SNP8097,1008097
SNP8098,1008098
SNP8099,1008099
SNP8100,1008100
SNP8101,1008101
SNP8102,1008102
SNP8103,1008103
SNP8104,1008104
SNP8105,1008105
SNP8106,1008106
SNP8107,1008107
SNP8108,1008108
SNP8109,1008109
SNP8110,1008110
SNP8111,1008111
SNP8112,1008112
SNP8113,1008113
SNP8114,1008114
SNP8115,1008115
SNP8116,1008116
SNP8117,1008117
SNP8118,1008118
SNP8119,1008119
SNP8120,1008120
SNP8121,1008121
SNP8122,1008122
SNP8123,1008123
SNP8124,1008124
SNP8125,1008125
SNP8126,1008126
SNP8127,1008127
SNP8128,1008128
SNP8129,1008129
SNP8130,1008130
SNP8131,1008131
SNP8132,1008132
SNP8133,1008133
SNP8134,1008134
SNP8135,1008135
SNP8136,1008136
SNP8137,1008137
SNP8138,1008138
SNP8139,1008139
SNP8140,1008140
SNP8141,1008141
SNP8142,1008142
SNP8143,1008143
SNP8144,1008144
SNP8145,1008145
SNP8146,1008146
SNP8147,1008147
SNP8148,1008148
SNP8149,1008149
SNP8150,1008150
SNP8151,1008151
SNP8152,1008152
SNP8153,1008153
SNP8154,1008154
SNP8155,1008155
SNP8156,1008156
SNP8157,1008157
SNP8158,1008158
SNP8159,1008159
SNP8160,1008160
SNP8161,1008161
SNP8162,1008162
SNP8163,1008163
SNP8164,1008164
SNP8165,1008165
SNP8166,1008166
SNP8167,1008167
SNP8168,1008168
SNP8169,1008169
SNP8170,1008170
SNP8171,1008171
SNP8172,1008172
SNP8173,1008173
SNP8174,1008174
SNP8175,1008175
SNP8176,1008176
SNP8177,1008177
SNP8178,1008178
SNP8179,1008179
SNP8180,1008180
SNP8181,1008181
SNP8182,1008182
SNP8183,1008183
SNP8184,1008184
SNP8185,1008185
SNP8186,1008186
SNP8187,1008187
SNP8188,1008188
SNP8189,1008189
SNP8190,1008190
SNP8191,1008191
SNP8192,1008192
SNP8193,1008193
SNP8194,1008194
SNP8195,1008195
SNP8196,1008196
SNP8197,1008197
SNP8198,1008198
SNP8199,1008199
SNP8200,1008200
SNP8201,1008201
SNP8202,1008202
SNP8203,1008203
SNP8204,1008204
SNP8205,1008205
SNP8206,1008206
SNP8207,1008207
SNP8208,1008208
SNP8209,1008209
SNP8210,1008210
SNP8211,1008211
SNP8212,1008212
SNP8213,1008213
SNP8214,1008214
SNP8215,1008215
SNP8216,1008216
SNP8217,1008217
SNP8218,1008218
SNP8219,1008219
SNP8220,1008220
SNP8221,1008221
SNP8222,1008222
SNP8223,1008223
SNP8224,1008224
SNP8225,1008225
SNP8226,1008226
SNP8227,1008227
SNP8228,1008228
SNP8229,1008229
SNP8230,1008230
SNP8231,1008231
SNP8232,1008232
SNP8233,1008233
SNP8234,1008234
SNP8235,1008235
SNP8236,1008236
SNP8237,1008237
SNP8238,1008238
SNP8239,1008239
SNP8240,1008240
SNP8241,1008241
SNP8242,1008242
SNP8243,1008243
SNP8244,1008244
SNP8245,1008245
SNP8246,1008246
SNP8247,1008247
SNP8248,1008248
SNP8249,1008249
SNP8250,1008250
SNP8251,1008251
SNP8252,1008252
SNP8253,1008253
SNP8254,1008254
SNP8255,1008255
SNP8256,1008256
SNP8257,1008257
SNP8258,1008258
SNP8259,1008259
SNP8260,1008260
SNP8261,1008261
SNP8262,1008262
SNP8263,1008263
SNP8264,1008264
SNP8265,1008265
SNP8266,1008266
SNP8267,1008267
SNP8268,1008268
SNP8269,1008269
SNP8270,1008270
SNP8271,1008271
SNP8272,1008272
SNP8273,1008273
SNP8274,1008274
SNP8275,1008275
SNP8276,1008276
SNP8277,1008277
SNP8278,1008278
SNP8279,1008279
SNP8280,1008280
SNP8281,1008281
SNP8282,1008282
SNP8283,1008283
SNP8284,1008284
SNP8285,1008285
SNP8286,1008286
SNP8287,1008287
SNP8288,1008288
SNP8289,1008289
SNP8290,1008290
SNP8291,1008291
SNP8292,1008292
SNP8293,1008293
SNP8294,1008294
SNP8295,1008295
SNP8296,1008296
SNP8297,1008297
SNP8298,1008298
SNP8299,1008299
SNP8300,1008300
SNP8301,1008301
SNP8302,1008302
SNP8303,1008303
SNP8304,1008304
SNP8305,1008305
SNP8306,1008306
SNP8307,1008307
SNP8308,1008308
SNP8309,1008309
SNP8310,1008310
SNP8311,1008311
SNP8312,1008312
SNP8313,1008313
SNP8314,1008314
SNP8315,1008315
SNP8316,1008316
SNP8317,1008317
SNP8318,1008318
SNP8319,1008319
SNP8320,1008320
SNP8321,1008321
SNP8322,1008322
SNP8323,1008323
SNP8324,1008324
SNP8325,1008325
SNP8326,1008326
SNP8327,1008327
SNP8328,1008328
SNP8329,1008329
SNP8330,1008330
SNP8331,1008331
SNP8332,1008332
SNP8333,1008333
SNP8334,1008334
SNP8335,1008335
SNP8336,1008336
SNP8337,1008337
SNP8338,1008338
SNP8339,1008339
SNP8340,1008340
SNP8341,1008341
SNP8342,1008342
SNP8343,1008343
SNP8344,1008344
SNP8345,1008345
SNP8346,1008346
SNP8347,1008347
SNP8348,1008348
SNP8349,1008349
SNP8350,1008350
SNP8351,1008351
SNP8352,1008352
SNP8353,1008353
SNP8354,1008354
SNP8355,1008355
SNP8356,1008356
SNP8357,1008357
SNP8358,1008358
SNP8359,1008359
SNP8360,1008360
SNP8361,1008361
SNP8362,1008362
SNP8363,1008363
SNP8364,1008364
SNP8365,1008365
SNP8366,1008366
SNP8367,1008367
SNP8368,1008368
SNP8369,1008369
SNP8370,1008370
SNP8371,1008371
SNP8372,1008372
SNP8373,1008373
SNP8374,1008374
SNP8375,1008375
SNP8376,1008376
SNP8377,1008377
SNP8378,1008378
SNP8379,1008379
SNP8380,1008380
SNP8381,1008381
SNP8382,1008382
SNP8383,1008383
SNP8384,1008384
SNP8385,1008385
SNP8386,1008386
SNP8387,1008387
SNP8388,1008388
SNP8389,1008389
SNP8390,1008390
SNP8391,1008391
SNP8392,1008392
SNP8393,1008393
SNP8394,1008394
SNP8395,1008395
SNP8396,1008396
SNP8397,1008397
SNP8398,1008398
SNP8399,1008399
SNP8400,1008400
SNP8401,1008401
SNP8402,1008402
SNP8403,1008403
SNP8404,1008404
SNP8405,1008405
SNP8406,1008406
SNP8407,1008407
SNP8408,1008408
SNP8409,1008409
SNP8410,1008410
SNP8411,1008411
SNP8412,1008412
SNP8413,1008413
SNP8414,1008414
SNP8415,1008415
SNP8416,1008416
SNP8417,1008417
SNP8418,1008418
SNP8419,1008419
SNP8420,1008420
SNP8421,1008421
SNP8422,1008422
SNP8423,1008423
SNP8424,1008424
SNP8425,1008425
SNP8426,1008426
SNP8427,1008427
SNP8428,1008428
SNP8429,1008429
SNP8430,1008430
SNP8431,1008431
SNP8432,1008432
SNP8433,1008433
SNP8434,1008434
SNP8435,1008435
SNP8436,1008436
SNP8437,1008437
SNP8438,1008438
SNP8439,1008439
SNP8440,1008440
SNP8441,1008441
SNP8442,1008442
SNP8443,1008443
SNP8444,1008444
SNP8445,1008445
SNP8446,1008446
SNP8447,1008447
SNP8448,1008448
SNP8449,1008449
SNP8450,1008450
SNP8451,1008451
SNP8452,1008452
SNP8453,1008453
SNP8454,1008454
SNP8455,1008455
SNP8456,1008456
SNP8457,1008457
SNP8458,1008458
SNP8459,1008459
SNP8460,1008460
SNP8461,1008461
SNP8462,1008462
SNP8463,1008463
SNP8464,1008464
SNP8465,1008465
SNP8466,1008466
SNP8467,1008467
SNP8468,1008468
SNP8469,1008469
SNP8470,1008470
SNP8471,1008471
SNP8472,1008472
SNP8473,1008473
SNP8474,1008474
SNP8475,1008475
SNP8476,1008476
SNP8477,1008477
SNP8478,1008478
SNP8479,1008479
SNP8480,1008480
SNP8481,1008481
SNP8482,1008482
SNP8483,1008483
SNP8484,1008484
SNP8485,1008485
SNP8486,1008486
SNP8487,1008487
SNP8488,1008488
SNP8489,1008489
SNP8490,1008490
SNP8491,1008491
SNP8492,1008492
SNP8493,1008493
